x,y,dx,dy,speed,dt
1101,731,-13.0,7.0,1876.042302963623,0.007870197296142578
1089,734,-12.0,3.0,1485.5307311262159,0.008326530456542969
1079,735,-10.0,1.0,1197.4726149021287,0.008392572402954102
1067,735,-12.0,0.0,1362.893257514216,0.008804798126220703
1613,461,546.0,-274.0,477.0536196335008,1.2805571556091309
1609,474,-4.0,13.0,1674.8488685535526,0.008121013641357422
1606,484,-3.0,10.0,1243.004892320235,0.008399248123168945
1602,495,-4.0,11.0,1388.4964689971143,0.008429765701293945
1597,509,-5.0,14.0,1735.928383617389,0.008563756942749023
1591,524,-6.0,15.0,1958.2987941064225,0.008249759674072266
1584,542,-7.0,18.0,2330.153757168016,0.008288383483886719
1581,553,-3.0,11.0,1394.6056825974788,0.00817561149597168
1576,564,-5.0,11.0,1465.1200618435896,0.008247137069702148
1568,578,-8.0,14.0,1991.6108088061487,0.00809621810913086
1562,591,-6.0,13.0,1765.54636787747,0.008109569549560547
1555,604,-7.0,13.0,1742.0995954998648,0.008475303649902344
1543,621,-12.0,17.0,2393.4680519407184,0.008693933486938477
1534,632,-9.0,11.0,1643.2975059074686,0.008648872375488281
1521,645,-13.0,13.0,2259.341951939771,0.008137226104736328
1508,657,-13.0,12.0,2066.6410273312977,0.008560657501220703
1495,666,-13.0,9.0,1962.6448415440773,0.008056163787841797
1478,676,-17.0,10.0,2377.0755322432137,0.008297204971313477
1459,687,-19.0,11.0,2679.8940792623516,0.008192300796508789
1442,694,-17.0,7.0,2147.409864371171,0.008561372756958008
1424,700,-18.0,6.0,2286.6882085779334,0.008297443389892578
1396,712,-28.0,12.0,3684.298454557949,0.008268356323242188
1371,722,-25.0,10.0,3315.1849778699407,0.008121967315673828
1341,732,-30.0,10.0,3925.870605048061,0.008054971694946289
1309,741,-32.0,9.0,3895.9713122300354,0.008532285690307617
1283,751,-26.0,10.0,3293.1169483960803,0.008459091186523438
1250,760,-33.0,9.0,4044.179573949273,0.00845789909362793
1219,766,-31.0,6.0,3777.530324445583,0.00835871696472168
1195,772,-24.0,6.0,2972.4232413115597,0.008322715759277344
1172,775,-23.0,3.0,2860.2638904300375,0.008109331130981445
1150,775,-22.0,0.0,2577.721261558231,0.008534669876098633
1130,775,-20.0,0.0,2357.807633931081,0.00848245620727539
1108,775,-22.0,0.0,2585.3769297582026,0.008509397506713867
1088,771,-20.0,-4.0,2439.9575530578445,0.008359193801879883
1065,766,-23.0,-5.0,2878.365833825271,0.00817728042602539
1040,758,-25.0,-8.0,3149.6348639027988,0.008333921432495117
1014,748,-26.0,-10.0,3349.9566869973314,0.008315563201904297
993,741,-21.0,-7.0,2687.10572106055,0.008237838745117188
972,734,-21.0,-7.0,2728.805457150368,0.008111953735351562
955,727,-17.0,-7.0,2267.1804310156526,0.008109092712402344
944,719,-11.0,-8.0,1601.5019415156676,0.00849294662475586
942,716,-2.0,-3.0,425.26301670042216,0.008478403091430664
941,713,-1.0,-3.0,374.1693139007807,0.008451461791992188
941,707,0.0,-6.0,741.4360968711331,0.008092403411865234
941,701,0.0,-6.0,717.7930405019965,0.008358955383300781
941,691,0.0,-10.0,1210.9666243215152,0.008257865905761719
